Regions,County,IP Name,Website URL,Site City,Description,Latitude,Longitude,Subcategories,Minor Categories,Image URL,Location
Chautauqua-Allegheny,Allegany County,Economy Inn,http://www.economyinn.com,Alfred Station,"Newly remodeled rooms, 24 hr. front desk, lower weeklly rates. Free high-speed internet access, cable TV, fax and copy service, refrigerators, microwaves and hairdryers. AC rooms.",42.2650585,-77.8014551,Hotels & Motels,Hotels & Motels,,"(42.2650585, -77.8014551)"
Chautauqua-Allegheny,Allegany County,Evergreen Trails Campground,http://www.evergreentrails.com,Angelica,"Authentic log cabins, (sleeps 2-8 people), 2 fishing ponds, 5 miles of hiking trails, woodland trails, horseshoes, lodge, store. In celebration of butterflies and quiet, quality family camping.  Near Letchworth State Park.",42.366233,-78.015264,Cabins & Cottages|Camping,Cabins & Cottages|Privately-owned Campgrounds,,"(42.366233, -78.015264)"
Chautauqua-Allegheny,Allegany County,Houghton Letchworth KOA,http://www.mariposaponds.com,Houghton,"Quiet, family camping, wooded & open sites. Butterfly gardens, indoor pool, fishing pond, nature trails, horseshoes, volleyball, basketball, and playgrounds.  Cabin & RV camper rental.",42.4322178,-78.1594061,Camping,Privately-owned Campgrounds,,"(42.4322178, -78.1594061)"
Chautauqua-Allegheny,Allegany County,"Inn at Houghton Creek, The",http://www.innathoughtoncreek.com,Houghton,Distinctive country lodging in the quiet town of Houghton and within walking distance of Houghton College and Houghton Academy.  Sitting area w/fireplace; free use of College pool and phys. ed. center.,42.4241552,-78.1585907,Hotels & Motels,Hotels & Motels,,"(42.4241552, -78.1585907)"
Chautauqua-Allegheny,Allegany County,Lake Lodge Camping,,Alfred,"Lake swimming, hiking, fishing, rec room, laundry, horseshoes, volleyball, close to campus, banquet facilities, conferences and weddings, pets allowed (Leash, pick up after)",42.2632777,-77.7861519,Camping,Privately-owned Campgrounds,,"(42.2632777, -77.7861519)"
Chautauqua-Allegheny,Allegany County,Lakeview Bed & Breakfast,http://www.lakeviewbednbreakfast.com,Caneadea,"Located 18 mi. from Letchworth State Park, the inn offers breathtaking views of Rushford Lake.",42.39,-78.19,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.39, -78.19)"
Chautauqua-Allegheny,Allegany County,Long Vue Inn and Suites,,Wellsville,"AAA approved, the best view setting in town, free cont'l breakfast, AC, TV, VCR, Movies, phone, refrigerators, microwaves, coffeemakers, computer access, spotlessly clean, quiet large rooms.",42.1159891,-77.9416706,Hotels & Motels,Hotels & Motels,,"(42.1159891, -77.9416706)"
Chautauqua-Allegheny,Allegany County,Maple Lane RV and Campground Park,,Cuba,"Vending machine, coin-operated laundry, full restroom (handicap), barbecue pits, picnic tables, winter storage available, one mile south of Cuba Lake, 1/4 mile north of I-86, nature trail",42.2272827,-78.2778775,Camping,Privately-owned Campgrounds,,"(42.2272827, -78.2778775)"
Chautauqua-Allegheny,Allegany County,McCarthy's Ranch Campground,,ANGELICA,"Enjoy the beautiful hills of Allegany County outside of historic, quaint Angelica while camping at McCarthy's Ranch Campground.  Open and wooded sites, recreation hall, LP gas, luandry, and camp store.",42.4019192,-77.971493,Camping,Privately-owned Campgrounds,,"(42.4019192, -77.971493)"
Chautauqua-Allegheny,Allegany County,Microtel Inn & Suites,http://www.microtelinn.com/MicrotelInn/control/Booking/check_avail?advancedSearch=false&entry_source,Wellsville,"Free high speed wireless internet, free local and long distance calls (within continental US). Free continental breakfast. Expanded cable with HBO pay per-view-movies. Suites have living area, fridge, microwave, coffeemaker and laundry.",42.1220124,-77.9480575,Hotels & Motels,Hotels & Motels,,"(42.1220124, -77.9480575)"
Chautauqua-Allegheny,Allegany County,"Mother's ""Pickin Chickin"" Lodge & Campground",,Belmont,"Center of Allegany County; hunting, hiking, fishing, atv, x-country skiing, snow modiling; newly remodeled lodge w/legal beverages; ""fingerpickin' good bluegrass"" and BBQ;  fun atmosphere, darts, pool table, etc.",42.2059448,-78.0039902,Camping,Privately-owned Campgrounds,,"(42.2059448, -78.0039902)"
Chautauqua-Allegheny,Allegany County,Mountainside Inn,http://www.swain.com/stay-at-swain,SWAIN,"Swain Ski Resort lodging, eight private one and two bedroom suites with kitchen and living room.",42.477958,-77.850053,Cabins & Cottages|Stay,Cabins & Cottages,,"(42.477958, -77.850053)"
Chautauqua-Allegheny,Allegany County,Mustard Seed Inn and Bed & Breakfast,http://www.mustardseedinn.webs.com/,Andover,The Mustard Seed Inn and B&B is a private guesthouse and suite located in a small village setting with friendly innkeepers attentive to assist with every need.,42.16,-77.77,B&Bs & Country Inns,B&Bs & Country Inns,,"(42.16, -77.77)"
Chautauqua-Allegheny,Allegany County,Oramel Inn,http://oramelinn.com,CANEADEA,"Recently renovated and upgraded, vouchers for adjacent cafe located on the banks of the Genesee River.",42.3642219,-78.1341057,Hotels & Motels,Hotels & Motels,,"(42.3642219, -78.1341057)"
Chautauqua-Allegheny,Allegany County,Pollywogg Holler Eco-Resort,http://www.pollywoggholler.com,Belmont,"Named for the serenade of frogs that fills the evening air.  Pollywogg Holler is a Great Camp-style eco-resort established by the Castle family in 1987.  The genius of nature and man are showcased in a setting of spectacular beauty, Adirondack-style craftsmanship, solar electricity, organic gardening, and gravity fed spring water.",42.2235921,-78.0345719,Cabins & Cottages,Cabins & Cottages,,"(42.2235921, -78.0345719)"
Chautauqua-Allegheny,Allegany County,Riverside Park Campground,http://www.riversidepark-campground.com/,Wellsville,Family owned and operated located on the east bank of the Genesee River.,42.1530297,-77.9764488,Camping,Privately-owned Campgrounds,,"(42.1530297, -77.9764488)"
Chautauqua-Allegheny,Allegany County,Rushford Lake Cottage Rentals,http://www.rushfordcottagerentals.com/,RUSHFORD,"3 lovely cottages and 1 premium lakeside cottage available for vacation rentals on the west side of Rushford Lake; within 200 yards of lake; picnic tables, propane grill, and outdoor fire pit at all sites.",42.3821954,-78.1934911,Cabins & Cottages,Cabins & Cottages,,"(42.3821954, -78.1934911)"
Chautauqua-Allegheny,Allegany County,Rushford Lakefront Vacation Rental,http://www.vrbo.com/23346,RUSHFORD,"Relax on the lake in this 2 bedroom (plus convertible beds), 1 bath lakefront cottage on Rushford Lake; available for summer or winter. Fireplace, linens provided, bbq grill, lakefront deck, canoe and dock.",42.3821954,-78.1934911,Vacation Rentals,Vacation Rentals,,"(42.3821954, -78.1934911)"
Chautauqua-Allegheny,Allegany County,Rushford Lake Vacation Rental,http://www.vrbo.com/249347,RUSHFORD,"Enjoy vacation on the north side of Rushford Lake with a stay in this quaint three bedroom cottagage with modern bath and large eat in kitchen.  Watch the water, sunrises and sunsets from the living room or the side deck.  Canoe, Kayak and BBQ grill provided.",42.39222,-78.25389,Vacation Rentals,Vacation Rentals,,"(42.39222, -78.25389)"
Chautauqua-Allegheny,Allegany County,Saxon Inn,http://www.saxoninnhotel.com/index.html,Alfred,Distinctive lodging at historic Alfred University.  Offers guests the best in fine accommodations and attention to service.,42.2524873,-77.7888808,Hotels & Motels,Hotels & Motels,,"(42.2524873, -77.7888808)"
Chautauqua-Allegheny,Allegany County,Six-S Camping and RV,http://www.go2waterways.com,Belfast,"Golf, Power carts, restaurant, shower, fishing, located across from golf course.",42.296155,-78.074923,Camping,Privately-owned Campgrounds,,"(42.296155, -78.074923)"
Chautauqua-Allegheny,Allegany County,Sunny Hill Campsite,,Richburg,"Two ponds-one fishing, two playgrounds, swimming pool, frisbee, golf, two rec rooms, volleyball, hiking trails, showers, square dancing floor available, no cabins. Pets allowed (leash and pick up after).",42.0892983,-78.171155,Camping,Privately-owned Campgrounds,,"(42.0892983, -78.171155)"
Chautauqua-Allegheny,Allegany County,The Farmstay at Greenwood Hill Farm,http://farmstay.greenwoodhill.com/index.html,ANDOVER,"Experience life on the farm through agrotourism; share a farm house with a loving family, participate in daily farm activities, or kick back and enjoy 125 acres of beautiful hill-top acres of fields and woodlands.  Fresh home-cooked meals also available",42.150682,-77.73487,Farms,Farms,,"(42.150682, -77.73487)"
Chautauqua-Allegheny,Allegany County,The Granary,http://catbirdgriddle.blogspot.com/p/granary.html,ANGELICA,100 year old granary converted to a charming summer cottage on a 120 acre farm.  Offers a fenced in side yard for pets.,42.3204602,-77.9506708,Cabins & Cottages,Cabins & Cottages,,"(42.3204602, -77.9506708)"
Chautauqua-Allegheny,Allegany County,The Ponderosa House Rental,http://www.findrentals.com/40872,BELMONT,"House located in beautiful scenic Allegany County sleeps up to 11, 5 private acres of peace and quiet;  built with wood from the trees surrounding the property and 15 minutes from Alfred State College & Alfred University",42.270402,-77.877661,Vacation Rentals,Vacation Rentals,,"(42.270402, -77.877661)"
Chautauqua-Allegheny,Allegany County,Water Front Lake House,http://www.vrbo.com/360351,RUSHFORD,"Beautiful modern lake house in a relaxed setting.  Enjoy dinner on the large covered deck while listening to the rush of a nearby waterfall.  Three bedroom and three full bath.  Full kitchen and bbq grill.  Room to dock your boat or jet skis and a water slide for kids, or young at heart.  Washer/dryer",42.3821954,-78.1934911,Vacation Rentals,Vacation Rentals,,"(42.3821954, -78.1934911)"
Chautauqua-Allegheny,Allegany County,Wellspring Nature Center Retreat and Inn,http://www.wellspringinn.com,Wellsville,"Private suites, walking trails, Labyrinth, small pond with picnic area.  Built to reconnect you to nature, rest your spirit, and rejuvenate your body and soul.",42.06,-77.93,Cabins & Cottages,Cabins & Cottages,,"(42.06, -77.93)"
Chautauqua-Allegheny,Allegany County,Whitesville House Hotel,http://www.whitesvillehouse.com,WHITESVILLE,1826 historic remodeled hotel w/6 comfortable guest rooms connected to the restaurant/tavern; hunters & fishermen welcome.,42.0373329,-77.766086,Hotels & Motels,Hotels & Motels,,"(42.0373329, -77.766086)"
Chautauqua-Allegheny,Allegany County,Willard's Country Place,,Caneadea,"150 acres of woods, fields, ponds, hiking trails, family campground. Hay rides, catch and release fishing, skiing, snowmobiling and tubing hill in winter.",42.3484429,-78.1607169,,Privately-owned Campgrounds,,"(42.3484429, -78.1607169)"
Chautauqua-Allegheny,Allegany County,Willard's County Place Campground,http://www.willardscountryplace.com,CANEADEA,"Family owned and operated campgroud with cabins, a lodge, RV hookups, and tent sites, located on 150+ acres in the beautiful hills & valleys of Allegany County.  The grounds include trails, streams, wooded areas, open fields and ponds for your enjoyment and relaxation.  The bed & breakfast is located in our century-old farmhouse.",42.3591319,-78.1506649,B&Bs & Country Inns|Cabins & Cottages|Camping,B&Bs & Country Inns|Cabins & Cottages|Camping,,"(42.3591319, -78.1506649)"
Chautauqua-Allegheny,Allegany County,Windy Hill Campground,,Houghton,"Hiking, ponds, fishing, game room, pets allowed (leash and pick up after). Camp store, tables, hot showers, dump station.  Playground.",42.429834,-78.2634441,Camping,Privately-owned Campgrounds,,"(42.429834, -78.2634441)"
New York City,Brooklyn,"Avenue Plaza Hotel, The",http://www.theavenueplaza.com,Brooklyn,"Full-service luxury hotel at low prices, decorated with old-world charm. Close to airports, business centers, shopping, hospitals, 20 min. to Manhattan, near to all forms of transportation.",40.636264,-73.990881,Hotels & Motels,Hotels & Motels,,"(40.636264, -73.990881)"
New York City,Brooklyn,Baisley House,http://www.virtualcities.com/ons/ny/n/nyn1901.htm,Brooklyn,"Restored, 1853 Victorian Brownstone row house. Owner is a culinary artist, interior decorator and award-winning garden designer.",40.681227,-73.9915709,B&Bs & Country Inns,B&Bs & Country Inns,,"(40.681227, -73.9915709)"
New York City,Brooklyn,Best Western Gregory Brooklyn,http://www.bestwestern.com/gregoryhotel,Brooklyn,"Located in scenic Bayridge, our boutique hotel is only 7 miles from Manhattan & within walking distance to restaurants, bars, entertainment and shopping.",40.624312,-74.027328,Hotels & Motels,Hotels & Motels,,"(40.624312, -74.027328)"
New York City,Brooklyn,Best Western Plus Arena Hotel,http://www.arenahotelnyc.com,BROOKLYN,"Welcome to Best Western Plus Arena Hotel, an exciting new choice in downtown Brooklyn hotels.  We proudly treat you to the lodging experience you want: modern amenities, well-appointed rooms, straightforward service and all at a price you can afford.",40.6783074,-73.9485909,Hotels & Motels,Hotels & Motels,,"(40.6783074, -73.9485909)"
New York City,Brooklyn,Brooklyn Motor Inn,http://www.brooklynmotorinn.com,BROOKLYN,"Welcome to Brooklyn Motor Inn, the exciting new choice in affordable Brooklyn hotels.  We pride ourselves on the utmost in hospitality and comfort for New York City travelers who want to avoid steep Manhattan prices.",40.6815614,-74.0061139,Hotels & Motels,Hotels & Motels,,"(40.6815614, -74.0061139)"
New York City,Brooklyn,Foy House,,Brooklyn,This Edwardian house is located minutes from the train station and walking distance of many of Brooklyn's key attractions.,40.7,-73.96,B&Bs & Country Inns,B&Bs & Country Inns,,"(40.7, -73.96)"
New York City,Brooklyn,Galaxy Motel,,Brooklyn,A/C with TV in rooms.,40.6565724,-73.8892264,Hotels & Motels,Hotels & Motels,,"(40.6565724, -73.8892264)"
New York City,Brooklyn,Golden Gate Motor Inn,,Brooklyn,"A/C, cable TV with conference facilities available. Outdoor pool and near, golf, beach boating, fishing and horseback riding.",40.5863832,-73.9324794,Hotels & Motels,Hotels & Motels,,"(40.5863832, -73.9324794)"
New York City,Brooklyn,Greenpoint YMCA,http://www.ymcanyc.org,Brooklyn,"Located 20 minutes from New York City's  attractions. Clean, safe and professional environment.",40.727005,-73.9531682,Hostels,Hostels,,"(40.727005, -73.9531682)"
